Week Ending Date,Metric,Category,Waiting Bands,Count
02/03/2025,Age,19-64 Years,Unknown Clock Start,2195
02/03/2025,Age,19-64 Years,01 To 18 Weeks,2313640
02/03/2025,Age,19-64 Years,18 To 52 Weeks,1647610
02/03/2025,Age,19-64 Years,Over 52 Weeks,122840
02/03/2025,Age,19-64 Years,Total,4086290
02/03/2025,Age,Over 65 Years,Unknown Clock Start,1245
02/03/2025,Age,Over 65 Years,01 To 18 Weeks,1444205
02/03/2025,Age,Over 65 Years,18 To 52 Weeks,895910
02/03/2025,Age,Over 65 Years,Over 52 Weeks,57850
02/03/2025,Age,Over 65 Years,Total,2399210
02/03/2025,Sex,Female,Unknown Clock Start,2310
02/03/2025,Sex,Female,01 To 18 Weeks,2265065
02/03/2025,Sex,Female,18 To 52 Weeks,1567195
02/03/2025,Sex,Female,Over 52 Weeks,110775
02/03/2025,Sex,Female,Total,3945345
02/03/2025,Sex,Male,Unknown Clock Start,1235
02/03/2025,Sex,Male,01 To 18 Weeks,1761240
02/03/2025,Sex,Male,18 To 52 Weeks,1162105
02/03/2025,Sex,Male,Over 52 Weeks,81545
02/03/2025,Sex,Male,Total,3006130
09/03/2025,Age,0-18 Years,Unknown Clock Start,145
09/03/2025,Age,0-18 Years,01 To 18 Weeks,452665
09/03/2025,Age,0-18 Years,18 To 52 Weeks,297420
09/03/2025,Age,0-18 Years,Over 52 Weeks,22040
09/03/2025,Age,0-18 Years,Total,772270
09/03/2025,Age,19-64 Years,Unknown Clock Start,705
09/03/2025,Age,19-64 Years,01 To 18 Weeks,2322015
09/03/2025,Age,19-64 Years,18 To 52 Weeks,1637705
09/03/2025,Age,19-64 Years,Over 52 Weeks,122730
09/03/2025,Age,19-64 Years,Total,4083155
09/03/2025,Age,Over 65 Years,Unknown Clock Start,475
09/03/2025,Age,Over 65 Years,01 To 18 Weeks,1449195
09/03/2025,Age,Over 65 Years,18 To 52 Weeks,890380
09/03/2025,Age,Over 65 Years,Over 52 Weeks,57610
09/03/2025,Age,Over 65 Years,Total,2397660
09/03/2025,Sex,Female,Unknown Clock Start,720
09/03/2025,Sex,Female,01 To 18 Weeks,2275310
09/03/2025,Sex,Female,18 To 52 Weeks,1557245
09/03/2025,Sex,Female,Over 52 Weeks,110710
09/03/2025,Sex,Female,Total,3943985
09/03/2025,Sex,Male,Unknown Clock Start,605
09/03/2025,Sex,Male,01 To 18 Weeks,1766860
09/03/2025,Sex,Male,18 To 52 Weeks,1154780
09/03/2025,Sex,Male,Over 52 Weeks,81725
09/03/2025,Sex,Male,Total,3003965
16/03/2025,Age,0-18 Years,Unknown Clock Start,175
16/03/2025,Age,0-18 Years,01 To 18 Weeks,445565
16/03/2025,Age,0-18 Years,18 To 52 Weeks,289310
16/03/2025,Age,0-18 Years,Over 52 Weeks,21315
16/03/2025,Age,0-18 Years,Total,756370
16/03/2025,Age,19-64 Years,Unknown Clock Start,2300
16/03/2025,Age,19-64 Years,01 To 18 Weeks,2264880
16/03/2025,Age,19-64 Years,18 To 52 Weeks,1589320
16/03/2025,Age,19-64 Years,Over 52 Weeks,119280
16/03/2025,Age,19-64 Years,Total,3975775
16/03/2025,Age,Over 65 Years,Unknown Clock Start,1330
16/03/2025,Age,Over 65 Years,01 To 18 Weeks,1414790
16/03/2025,Age,Over 65 Years,18 To 52 Weeks,864765
16/03/2025,Age,Over 65 Years,Over 52 Weeks,56240
16/03/2025,Age,Over 65 Years,Total,2337125
16/03/2025,Sex,Female,Unknown Clock Start,2435
16/03/2025,Sex,Female,01 To 18 Weeks,2219630
16/03/2025,Sex,Female,18 To 52 Weeks,1509940
16/03/2025,Sex,Female,Over 52 Weeks,107475
16/03/2025,Sex,Female,Total,3839480
16/03/2025,Sex,Male,Unknown Clock Start,1365
16/03/2025,Sex,Male,01 To 18 Weeks,1723225
16/03/2025,Sex,Male,18 To 52 Weeks,1120070
16/03/2025,Sex,Male,Over 52 Weeks,79505
16/03/2025,Sex,Male,Total,2924165
23/03/2025,Age,0-18 Years,Unknown Clock Start,170
23/03/2025,Age,0-18 Years,01 To 18 Weeks,457500
23/03/2025,Age,0-18 Years,18 To 52 Weeks,294980
23/03/2025,Age,0-18 Years,Over 52 Weeks,21790
23/03/2025,Age,0-18 Years,Total,774440
23/03/2025,Age,19-64 Years,Unknown Clock Start,2425
23/03/2025,Age,19-64 Years,01 To 18 Weeks,2332675
23/03/2025,Age,19-64 Years,18 To 52 Weeks,1634600
23/03/2025,Age,19-64 Years,Over 52 Weeks,120485
23/03/2025,Age,19-64 Years,Total,4090190
23/03/2025,Age,Over 65 Years,Unknown Clock Start,1480
23/03/2025,Age,Over 65 Years,01 To 18 Weeks,1453275
23/03/2025,Age,Over 65 Years,18 To 52 Weeks,888310
23/03/2025,Age,Over 65 Years,Over 52 Weeks,56580
23/03/2025,Age,Over 65 Years,Total,2399645
23/03/2025,Sex,Female,Unknown Clock Start,2605
23/03/2025,Sex,Female,01 To 18 Weeks,2288900
23/03/2025,Sex,Female,18 To 52 Weeks,1553245
23/03/2025,Sex,Female,Over 52 Weeks,108885
23/03/2025,Sex,Female,Total,3953635
23/03/2025,Sex,Male,Unknown Clock Start,1470
23/03/2025,Sex,Male,01 To 18 Weeks,1773315
23/03/2025,Sex,Male,18 To 52 Weeks,1150375
23/03/2025,Sex,Male,Over 52 Weeks,80375
23/03/2025,Sex,Male,Total,3005535
30/03/2025,Age,0-18 Years,Unknown Clock Start,210
30/03/2025,Age,0-18 Years,01 To 18 Weeks,459000
30/03/2025,Age,0-18 Years,18 To 52 Weeks,295515
30/03/2025,Age,0-18 Years,Over 52 Weeks,21105
30/03/2025,Age,0-18 Years,Total,775830
30/03/2025,Age,19-64 Years,Unknown Clock Start,2665
30/03/2025,Age,19-64 Years,01 To 18 Weeks,2337255
30/03/2025,Age,19-64 Years,18 To 52 Weeks,1640095
30/03/2025,Age,19-64 Years,Over 52 Weeks,115940
30/03/2025,Age,19-64 Years,Total,4095950
30/03/2025,Age,Over 65 Years,Unknown Clock Start,1600
30/03/2025,Age,Over 65 Years,01 To 18 Weeks,1459245
30/03/2025,Age,Over 65 Years,18 To 52 Weeks,890500
30/03/2025,Age,Over 65 Years,Over 52 Weeks,54680
30/03/2025,Age,Over 65 Years,Total,2406020
30/03/2025,Sex,Female,Unknown Clock Start,2815
30/03/2025,Sex,Female,01 To 18 Weeks,2297560
30/03/2025,Sex,Female,18 To 52 Weeks,1557310
30/03/2025,Sex,Female,Over 52 Weeks,104775
30/03/2025,Sex,Female,Total,3962460
30/03/2025,Sex,Male,Unknown Clock Start,1655
30/03/2025,Sex,Male,01 To 18 Weeks,1777930
30/03/2025,Sex,Male,18 To 52 Weeks,1153570
30/03/2025,Sex,Male,Over 52 Weeks,77575
30/03/2025,Sex,Male,Total,3010735
06/04/2025,Age,0-18 Years,Unknown Clock Start,135
06/04/2025,Age,0-18 Years,01 To 18 Weeks,460200
06/04/2025,Age,0-18 Years,18 To 52 Weeks,295950
06/04/2025,Age,0-18 Years,Over 52 Weeks,20820
06/04/2025,Age,0-18 Years,Total,777100
06/04/2025,Age,19-64 Years,Unknown Clock Start,2635
06/04/2025,Age,19-64 Years,01 To 18 Weeks,2341310
06/04/2025,Age,19-64 Years,18 To 52 Weeks,1642215
06/04/2025,Age,19-64 Years,Over 52 Weeks,113295
06/04/2025,Age,19-64 Years,Total,4099455
06/04/2025,Age,Over 65 Years,Unknown Clock Start,1540
06/04/2025,Age,Over 65 Years,01 To 18 Weeks,1467845
06/04/2025,Age,Over 65 Years,18 To 52 Weeks,890015
06/04/2025,Age,Over 65 Years,Over 52 Weeks,53650
06/04/2025,Age,Over 65 Years,Total,2413050
06/04/2025,Sex,Female,Unknown Clock Start,2695
06/04/2025,Sex,Female,01 To 18 Weeks,2305825
06/04/2025,Sex,Female,18 To 52 Weeks,1556950
06/04/2025,Sex,Female,Over 52 Weeks,102735
06/04/2025,Sex,Female,Total,3968205
06/04/2025,Sex,Male,Unknown Clock Start,1590
06/04/2025,Sex,Male,01 To 18 Weeks,1782550
06/04/2025,Sex,Male,18 To 52 Weeks,1153415
06/04/2025,Sex,Male,Over 52 Weeks,75845
06/04/2025,Sex,Male,Total,3013400
13/04/2025,Age,0-18 Years,Unknown Clock Start,105
13/04/2025,Age,0-18 Years,01 To 18 Weeks,463500
13/04/2025,Age,0-18 Years,18 To 52 Weeks,296845
13/04/2025,Age,0-18 Years,Over 52 Weeks,21065
13/04/2025,Age,0-18 Years,Total,781515
13/04/2025,Age,19-64 Years,Unknown Clock Start,2615
13/04/2025,Age,19-64 Years,01 To 18 Weeks,2348815
13/04/2025,Age,19-64 Years,18 To 52 Weeks,1641420
13/04/2025,Age,19-64 Years,Over 52 Weeks,113695
13/04/2025,Age,19-64 Years,Total,4106550
13/04/2025,Age,Over 65 Years,Unknown Clock Start,1545
13/04/2025,Age,Over 65 Years,01 To 18 Weeks,1474240
13/04/2025,Age,Over 65 Years,18 To 52 Weeks,887260
13/04/2025,Age,Over 65 Years,Over 52 Weeks,53855
13/04/2025,Age,Over 65 Years,Total,2416905
13/04/2025,Sex,Female,Unknown Clock Start,2690
13/04/2025,Sex,Female,01 To 18 Weeks,2294785
13/04/2025,Sex,Female,18 To 52 Weeks,1541950
13/04/2025,Sex,Female,Over 52 Weeks,102065
13/04/2025,Sex,Female,Total,3941495
13/04/2025,Sex,Male,Unknown Clock Start,1560
13/04/2025,Sex,Male,01 To 18 Weeks,1772265
13/04/2025,Sex,Male,18 To 52 Weeks,1142010
13/04/2025,Sex,Male,Over 52 Weeks,75480
13/04/2025,Sex,Male,Total,2991315
20/04/2025,Age,0-18 Years,Unknown Clock Start,60
20/04/2025,Age,0-18 Years,01 To 18 Weeks,461795
20/04/2025,Age,0-18 Years,18 To 52 Weeks,299550
20/04/2025,Age,0-18 Years,Over 52 Weeks,22290
20/04/2025,Age,0-18 Years,Total,783695
20/04/2025,Age,19-64 Years,Unknown Clock Start,2040
20/04/2025,Age,19-64 Years,01 To 18 Weeks,2332705
20/04/2025,Age,19-64 Years,18 To 52 Weeks,1652960
20/04/2025,Age,19-64 Years,Over 52 Weeks,118785
20/04/2025,Age,19-64 Years,Total,4106490
20/04/2025,Age,Over 65 Years,Unknown Clock Start,1170
20/04/2025,Age,Over 65 Years,01 To 18 Weeks,1469360
20/04/2025,Age,Over 65 Years,18 To 52 Weeks,891675
20/04/2025,Age,Over 65 Years,Over 52 Weeks,56450
20/04/2025,Age,Over 65 Years,Total,2418660
20/04/2025,Sex,Female,Unknown Clock Start,2120
20/04/2025,Sex,Female,01 To 18 Weeks,2298410
20/04/2025,Sex,Female,18 To 52 Weeks,1562270
20/04/2025,Sex,Female,Over 52 Weeks,108290
20/04/2025,Sex,Female,Total,3971090
20/04/2025,Sex,Male,Unknown Clock Start,1135
20/04/2025,Sex,Male,01 To 18 Weeks,1773825
20/04/2025,Sex,Male,18 To 52 Weeks,1158305
20/04/2025,Sex,Male,Over 52 Weeks,79600
20/04/2025,Sex,Male,Total,3012860
27/04/2025,Age,0-18 Years,Unknown Clock Start,110
27/04/2025,Age,0-18 Years,01 To 18 Weeks,457990
27/04/2025,Age,0-18 Years,18 To 52 Weeks,300605
27/04/2025,Age,0-18 Years,Over 52 Weeks,23020
27/04/2025,Age,0-18 Years,Total,781725
27/04/2025,Age,19-64 Years,Unknown Clock Start,2270
27/04/2025,Age,19-64 Years,01 To 18 Weeks,2309460
27/04/2025,Age,19-64 Years,18 To 52 Weeks,1656195
27/04/2025,Age,19-64 Years,Over 52 Weeks,121250
27/04/2025,Age,19-64 Years,Total,4089175
27/04/2025,Age,Over 65 Years,Unknown Clock Start,1325
27/04/2025,Age,Over 65 Years,01 To 18 Weeks,1458110
27/04/2025,Age,Over 65 Years,18 To 52 Weeks,892575
27/04/2025,Age,Over 65 Years,Over 52 Weeks,57710
27/04/2025,Age,Over 65 Years,Total,2409720
27/04/2025,Sex,Female,Unknown Clock Start,2330
27/04/2025,Sex,Female,01 To 18 Weeks,2279740
27/04/2025,Sex,Female,18 To 52 Weeks,1564875
27/04/2025,Sex,Female,Over 52 Weeks,111125
27/04/2025,Sex,Female,Total,3958070
27/04/2025,Sex,Male,Unknown Clock Start,1365
27/04/2025,Sex,Male,01 To 18 Weeks,1757690
27/04/2025,Sex,Male,18 To 52 Weeks,1161380
27/04/2025,Sex,Male,Over 52 Weeks,81115
27/04/2025,Sex,Male,Total,3001550
04/05/2025,Age,0-18 Years,Unknown Clock Start,155
04/05/2025,Age,0-18 Years,01 To 18 Weeks,466610
04/05/2025,Age,0-18 Years,18 To 52 Weeks,289650
04/05/2025,Age,0-18 Years,Over 52 Weeks,23475
04/05/2025,Age,0-18 Years,Total,779885
04/05/2025,Age,19-64 Years,Unknown Clock Start,2325
04/05/2025,Age,19-64 Years,01 To 18 Weeks,2362715
04/05/2025,Age,19-64 Years,18 To 52 Weeks,1603750
04/05/2025,Age,19-64 Years,Over 52 Weeks,122285
04/05/2025,Age,19-64 Years,Total,4091080
04/05/2025,Age,Over 65 Years,Unknown Clock Start,1405
04/05/2025,Age,Over 65 Years,01 To 18 Weeks,1489955
04/05/2025,Age,Over 65 Years,18 To 52 Weeks,858100
04/05/2025,Age,Over 65 Years,Over 52 Weeks,58245
04/05/2025,Age,Over 65 Years,Total,2407700
04/05/2025,Sex,Female,Unknown Clock Start,2475
04/05/2025,Sex,Female,01 To 18 Weeks,2330005
04/05/2025,Sex,Female,18 To 52 Weeks,1511370
04/05/2025,Sex,Female,Over 52 Weeks,112695
04/05/2025,Sex,Female,Total,3956545
04/05/2025,Sex,Male,Unknown Clock Start,1405
04/05/2025,Sex,Male,01 To 18 Weeks,1794100
04/05/2025,Sex,Male,18 To 52 Weeks,1120725
04/05/2025,Sex,Male,Over 52 Weeks,81670
04/05/2025,Sex,Male,Total,2997900
11/05/2025,Age,0-18 Years,Unknown Clock Start,340
11/05/2025,Age,0-18 Years,01 To 18 Weeks,469630
11/05/2025,Age,0-18 Years,18 To 52 Weeks,283750
11/05/2025,Age,0-18 Years,Over 52 Weeks,23610
11/05/2025,Age,0-18 Years,Total,777325
11/05/2025,Age,19-64 Years,Unknown Clock Start,3535
11/05/2025,Age,19-64 Years,01 To 18 Weeks,2364415
11/05/2025,Age,19-64 Years,18 To 52 Weeks,1570145
11/05/2025,Age,19-64 Years,Over 52 Weeks,122105
11/05/2025,Age,19-64 Years,Total,4060205
11/05/2025,Age,Over 65 Years,Unknown Clock Start,2135
11/05/2025,Age,Over 65 Years,01 To 18 Weeks,1492655
11/05/2025,Age,Over 65 Years,18 To 52 Weeks,837630
11/05/2025,Age,Over 65 Years,Over 52 Weeks,58530
11/05/2025,Age,Over 65 Years,Total,2390950
11/05/2025,Sex,Female,Unknown Clock Start,3710
11/05/2025,Sex,Female,01 To 18 Weeks,2334170
11/05/2025,Sex,Female,18 To 52 Weeks,1478215
11/05/2025,Sex,Female,Over 52 Weeks,112915
11/05/2025,Sex,Female,Total,3929015
11/05/2025,Sex,Male,Unknown Clock Start,2285
11/05/2025,Sex,Male,01 To 18 Weeks,1795785
11/05/2025,Sex,Male,18 To 52 Weeks,1096535
11/05/2025,Sex,Male,Over 52 Weeks,81805
11/05/2025,Sex,Male,Total,2976410
18/05/2025,Age,0-18 Years,Unknown Clock Start,185
18/05/2025,Age,0-18 Years,01 To 18 Weeks,469465
18/05/2025,Age,0-18 Years,18 To 52 Weeks,280890
18/05/2025,Age,0-18 Years,Over 52 Weeks,23935
18/05/2025,Age,0-18 Years,Total,774475
18/05/2025,Age,19-64 Years,Unknown Clock Start,2820
18/05/2025,Age,19-64 Years,01 To 18 Weeks,2369285
18/05/2025,Age,19-64 Years,18 To 52 Weeks,1557025
18/05/2025,Age,19-64 Years,Over 52 Weeks,122155
18/05/2025,Age,19-64 Years,Total,4051285
18/05/2025,Age,Over 65 Years,Unknown Clock Start,1825
18/05/2025,Age,Over 65 Years,01 To 18 Weeks,1492870
18/05/2025,Age,Over 65 Years,18 To 52 Weeks,825175
18/05/2025,Age,Over 65 Years,Over 52 Weeks,58665
18/05/2025,Age,Over 65 Years,Total,2378540
18/05/2025,Sex,Female,Unknown Clock Start,3000
18/05/2025,Sex,Female,01 To 18 Weeks,2330920
18/05/2025,Sex,Female,18 To 52 Weeks,1455230
18/05/2025,Sex,Female,Over 52 Weeks,112885
18/05/2025,Sex,Female,Total,3902035
18/05/2025,Sex,Male,Unknown Clock Start,1810
18/05/2025,Sex,Male,01 To 18 Weeks,1789825
18/05/2025,Sex,Male,18 To 52 Weeks,1080875
18/05/2025,Sex,Male,Over 52 Weeks,81755
18/05/2025,Sex,Male,Total,2954265
25/05/2025,Age,0-18 Years,Unknown Clock Start,115
25/05/2025,Age,0-18 Years,01 To 18 Weeks,473250
25/05/2025,Age,0-18 Years,18 To 52 Weeks,282775
25/05/2025,Age,0-18 Years,Over 52 Weeks,24255
25/05/2025,Age,0-18 Years,Total,780400
25/05/2025,Age,19-64 Years,Unknown Clock Start,2175
25/05/2025,Age,19-64 Years,01 To 18 Weeks,2353915
25/05/2025,Age,19-64 Years,18 To 52 Weeks,1550620
25/05/2025,Age,19-64 Years,Over 52 Weeks,122320
25/05/2025,Age,19-64 Years,Total,4029030
25/05/2025,Age,Over 65 Years,Unknown Clock Start,1270
25/05/2025,Age,Over 65 Years,01 To 18 Weeks,1494505
25/05/2025,Age,Over 65 Years,18 To 52 Weeks,820630
25/05/2025,Age,Over 65 Years,Over 52 Weeks,58935
25/05/2025,Age,Over 65 Years,Total,2375340
25/05/2025,Sex,Female,Unknown Clock Start,2290
25/05/2025,Sex,Female,01 To 18 Weeks,2321350
25/05/2025,Sex,Female,18 To 52 Weeks,1447270
25/05/2025,Sex,Female,Over 52 Weeks,113090
25/05/2025,Sex,Female,Total,3883995
25/05/2025,Sex,Male,Unknown Clock Start,1260
25/05/2025,Sex,Male,01 To 18 Weeks,1777550
25/05/2025,Sex,Male,18 To 52 Weeks,1075015
25/05/2025,Sex,Male,Over 52 Weeks,82115
25/05/2025,Sex,Male,Total,2935940
01/06/2025,Age,0-18 Years,Unknown Clock Start,145
01/06/2025,Age,0-18 Years,01 To 18 Weeks,469690
01/06/2025,Age,0-18 Years,18 To 52 Weeks,286920
01/06/2025,Age,0-18 Years,Over 52 Weeks,24155
01/06/2025,Age,0-18 Years,Total,780910
01/06/2025,Age,19-64 Years,Unknown Clock Start,830
01/06/2025,Age,19-64 Years,01 To 18 Weeks,2358425
01/06/2025,Age,19-64 Years,18 To 52 Weeks,1574470
01/06/2025,Age,19-64 Years,Over 52 Weeks,121050
01/06/2025,Age,19-64 Years,Total,4054775
01/06/2025,Age,Over 65 Years,Unknown Clock Start,585
01/06/2025,Age,Over 65 Years,01 To 18 Weeks,1498405
01/06/2025,Age,Over 65 Years,18 To 52 Weeks,831405
01/06/2025,Age,Over 65 Years,Over 52 Weeks,58310
01/06/2025,Age,Over 65 Years,Total,2388705
01/06/2025,Sex,Female,Unknown Clock Start,880
01/06/2025,Sex,Female,01 To 18 Weeks,2324650
01/06/2025,Sex,Female,18 To 52 Weeks,1467335
01/06/2025,Sex,Female,Over 52 Weeks,111850
01/06/2025,Sex,Female,Total,3904715
01/06/2025,Sex,Male,Unknown Clock Start,675
01/06/2025,Sex,Male,01 To 18 Weeks,1778490
01/06/2025,Sex,Male,18 To 52 Weeks,1090645
01/06/2025,Sex,Male,Over 52 Weeks,81200
01/06/2025,Sex,Male,Total,2951010
08/06/2025,Age,0-18 Years,Unknown Clock Start,600
08/06/2025,Age,0-18 Years,01 To 18 Weeks,469190
08/06/2025,Age,0-18 Years,18 To 52 Weeks,286885
08/06/2025,Age,0-18 Years,Over 52 Weeks,24140
08/06/2025,Age,0-18 Years,Total,780815
08/06/2025,Age,19-64 Years,Unknown Clock Start,4405
08/06/2025,Age,19-64 Years,01 To 18 Weeks,2357005
08/06/2025,Age,19-64 Years,18 To 52 Weeks,1574135
08/06/2025,Age,19-64 Years,Over 52 Weeks,122260
08/06/2025,Age,19-64 Years,Total,4057805
08/06/2025,Age,Over 65 Years,Unknown Clock Start,2850
08/06/2025,Age,Over 65 Years,01 To 18 Weeks,1502640
08/06/2025,Age,Over 65 Years,18 To 52 Weeks,829220
08/06/2025,Age,Over 65 Years,Over 52 Weeks,58770
08/06/2025,Age,Over 65 Years,Total,2393480
08/06/2025,Sex,Female,Unknown Clock Start,3805
08/06/2025,Sex,Female,01 To 18 Weeks,2330915
08/06/2025,Sex,Female,18 To 52 Weeks,1468495
08/06/2025,Sex,Female,Over 52 Weeks,113040
08/06/2025,Sex,Female,Total,3916255
08/06/2025,Sex,Male,Unknown Clock Start,2420
08/06/2025,Sex,Male,01 To 18 Weeks,1780840
08/06/2025,Sex,Male,18 To 52 Weeks,1091065
08/06/2025,Sex,Male,Over 52 Weeks,81740
08/06/2025,Sex,Male,Total,2956060
15/06/2025,Age,0-18 Years,Unknown Clock Start,580
15/06/2025,Age,0-18 Years,01 To 18 Weeks,467565
15/06/2025,Age,0-18 Years,18 To 52 Weeks,286870
15/06/2025,Age,0-18 Years,Over 52 Weeks,24360
15/06/2025,Age,0-18 Years,Total,779375
15/06/2025,Age,19-64 Years,Unknown Clock Start,3370
15/06/2025,Age,19-64 Years,01 To 18 Weeks,2346460
15/06/2025,Age,19-64 Years,18 To 52 Weeks,1567750
15/06/2025,Age,19-64 Years,Over 52 Weeks,122870
15/06/2025,Age,19-64 Years,Total,4040445
15/06/2025,Age,Over 65 Years,Unknown Clock Start,2175
15/06/2025,Age,Over 65 Years,01 To 18 Weeks,1500605
15/06/2025,Age,Over 65 Years,18 To 52 Weeks,823880
15/06/2025,Age,Over 65 Years,Over 52 Weeks,58900
15/06/2025,Age,Over 65 Years,Total,2385560
15/06/2025,Sex,Female,Unknown Clock Start,2920
15/06/2025,Sex,Female,01 To 18 Weeks,2325050
15/06/2025,Sex,Female,18 To 52 Weeks,1462950
15/06/2025,Sex,Female,Over 52 Weeks,113780
15/06/2025,Sex,Female,Total,3904700
15/06/2025,Sex,Male,Unknown Clock Start,1825
15/06/2025,Sex,Male,01 To 18 Weeks,1775610
15/06/2025,Sex,Male,18 To 52 Weeks,1086125
15/06/2025,Sex,Male,Over 52 Weeks,82120
15/06/2025,Sex,Male,Total,2945680
22/06/2025,Age,0-18 Years,Unknown Clock Start,265
22/06/2025,Age,0-18 Years,01 To 18 Weeks,468155
22/06/2025,Age,0-18 Years,18 To 52 Weeks,289230
22/06/2025,Age,0-18 Years,Over 52 Weeks,24265
22/06/2025,Age,0-18 Years,Total,781920
22/06/2025,Age,19-64 Years,Unknown Clock Start,3030
22/06/2025,Age,19-64 Years,01 To 18 Weeks,2356025
22/06/2025,Age,19-64 Years,18 To 52 Weeks,1573200
22/06/2025,Age,19-64 Years,Over 52 Weeks,122760
22/06/2025,Age,19-64 Years,Total,4055015
22/06/2025,Age,Over 65 Years,Unknown Clock Start,1855
22/06/2025,Age,Over 65 Years,01 To 18 Weeks,1508065
22/06/2025,Age,Over 65 Years,18 To 52 Weeks,824840
22/06/2025,Age,Over 65 Years,Over 52 Weeks,58980
22/06/2025,Age,Over 65 Years,Total,2393745
22/06/2025,Sex,Female,Unknown Clock Start,3250
22/06/2025,Sex,Female,01 To 18 Weeks,2338575
22/06/2025,Sex,Female,18 To 52 Weeks,1467450
22/06/2025,Sex,Female,Over 52 Weeks,113775
22/06/2025,Sex,Female,Total,3923050
22/06/2025,Sex,Male,Unknown Clock Start,1900
22/06/2025,Sex,Male,01 To 18 Weeks,1784260
22/06/2025,Sex,Male,18 To 52 Weeks,1089605
22/06/2025,Sex,Male,Over 52 Weeks,82410
22/06/2025,Sex,Male,Total,2958170
29/06/2025,Age,0-18 Years,Unknown Clock Start,620
29/06/2025,Age,0-18 Years,01 To 18 Weeks,466290
29/06/2025,Age,0-18 Years,18 To 52 Weeks,286580
29/06/2025,Age,0-18 Years,Over 52 Weeks,23590
29/06/2025,Age,0-18 Years,Total,777080
29/06/2025,Age,19-64 Years,Unknown Clock Start,3955
29/06/2025,Age,19-64 Years,01 To 18 Weeks,2353320
29/06/2025,Age,19-64 Years,18 To 52 Weeks,1562520
29/06/2025,Age,19-64 Years,Over 52 Weeks,121010
29/06/2025,Age,19-64 Years,Total,4040805
29/06/2025,Age,Over 65 Years,Unknown Clock Start,2565
29/06/2025,Age,Over 65 Years,01 To 18 Weeks,1508990
29/06/2025,Age,Over 65 Years,18 To 52 Weeks,815365
29/06/2025,Age,Over 65 Years,Over 52 Weeks,58230
29/06/2025,Age,Over 65 Years,Total,2385155
29/06/2025,Sex,Female,Unknown Clock Start,3975
29/06/2025,Sex,Female,01 To 18 Weeks,2337350
29/06/2025,Sex,Female,18 To 52 Weeks,1455650
29/06/2025,Sex,Female,Over 52 Weeks,112270
29/06/2025,Sex,Female,Total,3909240
29/06/2025,Sex,Male,Unknown Clock Start,2710
29/06/2025,Sex,Male,01 To 18 Weeks,1783860
29/06/2025,Sex,Male,18 To 52 Weeks,1080380
29/06/2025,Sex,Male,Over 52 Weeks,81025
29/06/2025,Sex,Male,Total,2947970
06/07/2025,Age,0-18 Years,Unknown Clock Start,510
06/07/2025,Age,0-18 Years,01 To 18 Weeks,467220
06/07/2025,Age,0-18 Years,18 To 52 Weeks,289220
06/07/2025,Age,0-18 Years,Over 52 Weeks,23575
06/07/2025,Age,0-18 Years,Total,780520
06/07/2025,Age,19-64 Years,Unknown Clock Start,3805
06/07/2025,Age,19-64 Years,01 To 18 Weeks,2357850
06/07/2025,Age,19-64 Years,18 To 52 Weeks,1565825
06/07/2025,Age,19-64 Years,Over 52 Weeks,121600
06/07/2025,Age,19-64 Years,Total,4049080
06/07/2025,Age,Over 65 Years,Unknown Clock Start,2505
06/07/2025,Age,Over 65 Years,01 To 18 Weeks,1516845
06/07/2025,Age,Over 65 Years,18 To 52 Weeks,818175
06/07/2025,Age,Over 65 Years,Over 52 Weeks,58450
06/07/2025,Age,Over 65 Years,Total,2395975
06/07/2025,Sex,Female,Unknown Clock Start,3880
06/07/2025,Sex,Female,01 To 18 Weeks,2350700
06/07/2025,Sex,Female,18 To 52 Weeks,1462925
06/07/2025,Sex,Female,Over 52 Weeks,113030
06/07/2025,Sex,Female,Total,3930535
06/07/2025,Sex,Male,Unknown Clock Start,2655
06/07/2025,Sex,Male,01 To 18 Weeks,1786005
06/07/2025,Sex,Male,18 To 52 Weeks,1083070
06/07/2025,Sex,Male,Over 52 Weeks,80995
06/07/2025,Sex,Male,Total,2952725
13/07/2025,Age,0-18 Years,Unknown Clock Start,555
13/07/2025,Age,0-18 Years,01 To 18 Weeks,465675
13/07/2025,Age,0-18 Years,18 To 52 Weeks,290250
