Code,Name,Geography,Metric,Category,Waiting Bands,Count
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,Total,1390
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,01 To 18 Weeks,15220
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,18 To 52 Weeks,3940
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,Over 52 Weeks,10
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,Total,19165
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,01 To 18 Weeks,12105
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,18 To 52 Weeks,2330
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,Over 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,Total,14435
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,01 To 18 Weeks,26830
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,18 To 52 Weeks,5955
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,Over 52 Weeks,15
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,Total,32800
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,B: Irish,01 To 18 Weeks,40
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,B: Irish,18 To 52 Weeks,15
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,B: Irish,Total,55
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,C: Any other white background,01 To 18 Weeks,290
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,C: Any other white background,18 To 52 Weeks,75
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,C: Any other white background,Total,370
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,15
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Total,20
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,E: White and Black African,01 To 18 Weeks,25
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,E: White and Black African,Total,25
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,25
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Total,25
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,55
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,60
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,95
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,15
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,Total,110
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,45
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,*
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Total,55
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,50
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,10
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,60
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,85
